Dialogue_ID	Utterance_ID	Utterance	label
200	7	ooooh! freeze him out.	c
200	8	that's right!	ag
200	9	i like it!	o
201	0	doorknob?	q
201	1	yeah, it kinda grows on you.  actually, i wanted to finish talking to you about uh, spring vacation.	ans
201	2	oh good.	ag
201	3	look, i…  look, i'm having a great time with you and i just don't want us to move to fast or put to much pressure on us.	o
201	4	so, i'm sorry i just don't think we should go away together yet.	ap
201	5	it's-it's too soon.	o
201	6	ross, i think you misunderstood what i was saying. i just wanted to tell you that i'm going to florida for a couple weeks.	o
201	7	no. i think you misunderstood what	o
201	8	you are so adorable.	o
201	9	that! let's talk about that.	s
202	0	hey!	g
202	1	how do you feel?	q
202	2	well, let's just say that krog will be fully equipped to destroy the universe again in twelve to fourteen hours.	ans
202	3	okay, so i	oth
202	4	and protected them from a tornado?	q
202	5	oh my god.	oth
202	6	i know, the babies are asleep.	s
202	7	phoebe, what, what happened here?!	q
202	8	i did it! i took care of the babies all by myself!	ans
202	9	but my apartment!	oth
202	12	is not as important as the fact that phoebe took care of the babies all by herself.	s
202	13	you're right, you're right i shouldn't freak out.	ag
202	14	'cause this is what will happen when you and i have babies!	s
202	15	when will that be?	q
202	16	phoebe, would you take a look at this mess!!!!	q
203	0	hey ross! the baby's kicking!	s
203	1	what?! it is?!	q
203	2	it's not kicking right now. although we would love to see you do  that again.	ans
203	3	hey, when-when was it kicking? what happened?	q
203	4	last night! i just felt it and i went into joey's room and he was sleeping	ans
203	5	a dreamless sleep.	s
204	0	so c'mon, you guys, tell me all the dirt!	s
204	1	well, the biggest news is still you dumping barry at the altar!	s
204	2	alright. let's talk reality for a second.	s
204	3	okay.	s
204	4	when are you coming home?	q
204	5	what? guys, i'm not.	ans
204	6	c'mon, this is us.	s
204	7	i'm not! this is what i'm doing now. i've got this job-	s
204	8	waitressing?	q
204	9	okay, i'm not just waitressing.	ans
204	10	i'm..	b
204	11	i, um...	b
204	12	i write the specials on the specials board, and, uh... and i, uh...	s
204	13	i take the uh dead flowers out of the vase... oh, and, um, sometimes artelle lets me put the little chocolate blobbies on the cookies.	s
205	0	we get off around midnight, why don't we pick you up then?	q
205	1	so, um, will you bring the truck?	q
205	2	i'll even let you ring the bell.	ans
205	3	oh, my god.	oth
205	4	see, there you go, the cleansing works!	s
205	5	they're nice guys.	o
205	6	oh, they're firemen guys.	s
206	0	your son.	q
206	1	no-no-no. i don't have a son named jordie. we all agreed, my son's name is jamie.	ans
206	2	well, jamie was the name of susan's first girlfriend, so we went back to jordie.	s
206	3	what? whoa, whoa whoa whoa, what do you mean	q
206	4	ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.	s
206	5	i got it.	s
206	6	i got it.	s
206	7	i got it! hey, you get to sleep with her, i get the cramps.	o
206	8	no, you don't.	dag
206	9	all right, that's it. i want both of you out.	o
206	10	why?	q
206	11	he started it!	s
206	12	no, you started it.	dag
206	13	i don't care. i am trying to get a person out of my body here, and you're not making it any easier.	s
206	14	now go!	s
206	15	thanks a lot.	g
206	16	see what you did.	s
206	17	yeah, listen...	c
206	18	out	c
207	0	oh, and i can also speak a little french. voulez-vous coucher avec moi ce soir?  why? what did i say?	q
207	1	well, you just asked if i wanted to go to bed with you tonight.	ans
207	2	oh my god! no wonder i get such great service at cafe maurice.	s
207	3	knock, knock, knock, knock, hi.	g
207	4	um, could you please tell sergei that um, i was fascinated by what boutros boutros gali said in the new york times.	s
207	5	you didn't say boutros boutros gali.	s
207	6	boutros boutros gali.	oth
207	7	he says he was too.	s
207	8	interesting.	o
207	9	so i was wondering....	oth
207	10	okay, ah, before you get all talky again, umm, could you also please tell sergei that i really like his suit.	s
207	11	eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun.	s
207	12	so you're a chef?	q
207	13	i'm also thinking about opening up my own restaurant.	ans
207	14	oh, really.	b
207	15	monica, can i talk to you behind my menu, please.  what are you doing?	q
207	16	well, i was having a conversation.	ans
207	17	yeah but, mischa is so interested in you, that sergei and i haven't been able to say two words to each other.	s
207	18	what do you want me to do? just sit here silently while you three have a conversation?	q
207	19	that would be great. thank you.	ans
208	0	so we finally get to the top of the mountain and airhead here  forgets the camera!	s
208	1	oh, y'know the same thing happened to me one time.	s
208	2	when did that happen to you?!	q
208	3	don't you remember when we were jogging in the park and we saw that really pretty bird and wanted to take a picture—i didn't have my camera!	ans
208	4	oh yeah. first off all, chasing the churo guy isn't jogging.	o
208	5	oh, this is so good  you have got to try it.	o
208	6	oh, damn! i got it on my pants.	s
208	7	here, i'll get it.	s
208	8	we'd better take these pants off upstairs or that stain's gonna set.	o
208	9	yep.  i'm gonna wear these on our date tonight.	ag
208	10	oh, great!	oth
208	11	okay, bye!  oh my god!!	g
208	12	that was unbelievable!	o
208	14	yeah, wow, sorry rach.	ap
208	15	i don't believe they're brother and sister.	o
208	16	they're brother and sister!!!	s
209	0	action!	c
210	0	i found the picture!	s
210	1	what picture?!	q
210	2	the picture of my wife! in your pack!	ans
210	3	you went through my personal property?	q
210	4	why do have a picture of paulette in your pack?!	q
210	5	because vincent, we were lovers.  for two years!	ans
210	6	cut! wonderful!	ap
210	7	great scene yeah?	o
210	8	oh you're awesome! and, in that last speech? you soaked me.	ap
210	9	here's your call sheet for tomorrow.	s
210	10	i know.	s
211	0	so chandler, your parents must've been thrilled when you told them you were engaged.	o
211	1	oh yeah, i should probably call them.	o
211	2	i remember when we first got engaged.	s
211	3	oh, i don't think i ever heard that story.	o
211	5	well, i'd gotten judy pregnant. i still don't know how that happened.	s
211	6	you don't know how that happened?! your dog thought my diaphragm was a chew toy!	s
211	7	what a sweet story.	o
211	8	well, at least you're not hearing it for the first time at your fifth grade halloween party.	s
211	9	what?! they wanted a scary story!	s
211	10	anyway, we're really excited about our wedding plans, and well i guess pretty soon we'll be making a big withdrawal from the monica wedding fund.	s
211	11	what?	q
211	12	you tell her jack, i can't do it.	ans
211	13	what happened? you still have the monica wedding fund don't you?	q
211	14	we have it. only now, we call it the beach house.	ans
212	0	after applying the waxine and linen strips to leg number one	s
212	1	did that!	s
212	2	grasp one of the linen strips by its 'easy grab tab' and pull it off in one quick pain free motion.	c
212	3	okay.  ow!!!!! ow-oh-oh!	oth
212	4	was it not pain-free?	q
212	5	no. it was painful. oh my god , they should call it pain-zine, now with a little wax.	ans
212	6	huh, well, the girls in the satin nighties on the commercial don't seem to think it's that bad.	s
212	7	that's because their nerves are probably deadened from being so stupid.	o
212	8	but hey, y'know if you don't believe me, please, by my guest.	o
212	9	ow-ow-ow-ow! oh my god!!!	oth
213	0	now umm, remember i'm still learning.	s
213	1	one, two, three, four!	oth
213	2	you know the song! sing along!	s
213	3	so?	q
213	4	no!	dag
214	0	oh my god! that's david!	s
214	1	david who?	q
214	2	david the scientist guy, david that i was in love with, david who went to russia and broke my heart david!	ans
214	3	oh my god!	oth
214	4	oh, you say someone's name enough, they turn around.	s
214	5	phoebe?	oth
214	6	david!  what-what are you doing here? aren't you supposed to be in russia?	q
214	7	yeah, i'm just, i'm just in town for a conference. umm	ans
214	8	well… yeah. you look great too. did you get a haircut?	q
214	9	yeah. well i-i got like thirty of them.	ans
214	10	yeah.	b
215	0	yes! santa's coming!	s
216	0	hey, uh, i'm really, really sorry about what happened in the cafeteria today.	ap
216	1	it's no big deal. hey, y'know, you do what you gotta do. right?	q
216	2	but hey, it's not just me, i mean the scientists and the tour guides	s
217	0	whatever.	oth
218	1	okay, mon, back me up here.	c
218	2	where you work the uh, waiters eat with the waiters, right?	q
218	3	and the chefs eat with the other chefs, right?	q
218	4	i eat by myself in the alley because everybody hates me.	ans
218	5	look, ross, really it's-it's no big deal.	o
218	6	y'know you wear a white coat, i wear a blue blazer, if that means we can't be friends at work, then so be it.	o
218	7	y'know, hey i understand.	s
218	8	y'know?	b
218	9	hey, when i'm in a play and you're in the audience, i don't talk to you, right?	s
218	10	so it's y'know, it's uh, it's cool.	o
218	11	i'll see you tomorrow.	s
218	12	yeah, when we're in the audience he doesn't talk to us, but he does wave.	s
219	0	you did look like an idiot.	o
219	1	hey, i wasn't the only one who looked like an idiot.	o
219	2	all right?	b
219	3	remember when ross tried to say,  butternut squash?	s
219	4	and it came out,  squatternut buash?	s
219	5	yeah that's the same.	o
219	6	that's it. that's my worse thanksgiving.	o
219	7	oh wait! that can't be the one rachel's talking about. she didn't even know that happened. so which one was it?	q
219	8	umm, i-i really don't want to tell this story.	ans
219	9	oh, come on monica, reliving past pain and getting depressed is what thanksgiving is all about.	o
219	10	y'know, for me anyway.	oth
219	11	and of course, the indians.	s
219	12	look umm, of all people, you do not want me to tell this story!	o
220	0	hi, guys.	g
220	1	hi! phoebe.	g
220	2	hi phoebe.	g
220	3	i-i wanted to apologise if i—y'know seemed a tad edgy yesterday at my shower. y'know it's just the hormones, y'know.	ap
220	4	no we	b
220	5	hormones.	oth
220	6	hormones, yeah.	ag
221	0	your parents'?	q
221	1	yeah, they're out of town.	ans
221	2	ohh.	b
221	3	yeah-yeah, it's this	oth
221	4	yeah that works.	o
221	5	they-they-they can smell fear.	s
222	0	bing! ho! and the bing-ette!	oth
222	1	honey, you remember my boss doug right?	q
222	2	yes, hi.	ans
222	3	hi. so good news, the divorce is final. i signed the papers this a.m.	s
222	4	i didn't know you and carol were getting divorced, i'm sorry.	s
222	5	sorry? finally chewed my leg out of that bear trap. hey, congratulations to you guys though!	g
222	6	no leg-chewing for us sir.	s
222	7	oh well, give it time.	o
222	8	so the divorce, the marriage, we've got a lot to celebrate.	o
222	9	how about we all go out to dinner tomorrow night?	q
222	11	tomorrow night it is then, i should be out of court by six.	ans
222	12	they keep throwing these sexual harassment cases at me and i keep knocking them out of the park!	s
222	13	okay, i'll see you tomorrow!	s
222	14	just so you know, we're not seeing him tomorrow.	s
222	15	i-i cannot spend another evening with that man.	o
222	16	do you remember how he behaved at our wedding?	q
222	17	no.	ans
222	18	that's because he wasn't invited because of the way he behaved at our engagement party.	o
222	19	oh yeah. boy, urine cuts	ag
223	0	now maybe you just like wanna but the whole duck in there! who cares, y'know? now i got the legs	oth
223	1	how many times have i told you guys, you	o
223	2	hi chandler.	g
223	3	hey!	g
223	4	uh, listen, i need that broiling pan that joey borrowed the other day.	s
223	5	oh that was yours? uh, yeah, we used it when the duck was throwing up caterpillars.	s
223	6	william sonoma	oth
223	7	expect it in 4-6 weeks.	s
223	8	umm, hey, umm, joey's gonna be at the telethon for the rest of the day, we have the whole place to ourselves.	s
223	9	yeah, so?	q
223	10	well i just, thought maybe you'd wanna book some time with the best you'd ever had.	ans
223	11	y'know what, champ? i think i'll pass.	o
223	12	why?	q
223	13	why?	q
223	14	what's your point?	q
224	0	so uh, what's your name?	q
224	1	it's jake.	ans
224	2	joey.  hey jake, do you like the knicks?	q
224	3	yeah, big fan.	ans
224	4	me too! there's a game on tuesday, do you wanna go?	q
224	5	yeah that would be great! let me make sure i'm not doing anything tuesday.	ans
225	0	ugh.  ross!	g
225	1	hi! sorry i'm late. were you sleeping?	q
225	2	ahh, nooo!!	ans
225	3	oh, great!	o
225	4	listen, oh i had to get you a whole new battery.	s
225	5	i got you the best one i could, 'cause that's not where you want to skimp.	s
225	6	you're a genius, ross.	o
225	7	yeah, well it came to about $112, but what the hell, just call it an even 110?	s
225	8	okay, i'll pay you tomorrow.	s
225	9	so they ah, they all took off, it was pretty hard watching them go, y'know?	s
225	10	yeah, okay, bye.	g
225	11	so i'm gonna take off then!	s
226	0	hey! oh right, tonight was your party.	s
226	1	oh wow, you look great! glad you could make it.	o
226	2	oh well, y'know, the gala had to end sometime.	s
226	3	don't go anywhere, i'll be right back.	c
226	4	yeah, sure.  all right, whose court is the ball in now?	q
226	5	i thought there wasn't a ball?	q
226	6	oh, come on! he's glad that i came, he doesn't want me to go anywhere, balls flying all over the place!	o
226	7	rachel, this is my friend tom.	s
226	8	oh, go on! you telling people about me?	q
226	9	you two could really hit it off! i'm gonna go mingle.	o
226	10	so you work at	s
226	11	yeah, okay, at ease solider!	c
226	12	i'm sorry?	ap
226	13	no, it's all right, you can just drop the act tommy.	o
226	17	i'm gonna go talk to uh, a friend.	s
226	18	yeah, yeah, you go talk to your friend. you tell him,  nice try.	o
226	19	man! he just keeps lobbing them up and i just keep knocking them right out of the park!	s
226	20	i think i need a drink.	o
226	21	yeah!	ag
227	0	hey, pheebs?	g
228	0	no, i can't talk to you! i don't have a fancy ad in the yellow pages!	s
228	1	look, pheebs, i just, i wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again.	ap
228	2	and-and i promise, i won't touch a guitar until you say i'm ready.	s
228	3	you really think i'm ready?	q
228	4	uh-huh!	ans
228	5	wow! cool!	o
228	6	was the chord at least right	q
228	7	no!	ans
229	0	well, this has been fun.	o
229	1	yes. yes, thanks for letting me use your phone... and for saving my life.	s
229	2	well, goodbye chandler. i had a great blackout.  see ya.	g
229	3	hi, um, i'm account number 7143457.	s
229	4	and, uh, i don't know if you got any of that, but i would really like a copy of the tape.	o
230	0	we're beginning to see a lot of layering of sheer fabrics and colours. for instance a sheer navy blouse over a pink....	s
230	1	i'm really glad we came.  you're so pretty. i love you.	o
231	0	okay, that's a fire. oh yeah. oh yeah.	s
231	1	excuse me, i'm sorry, i'm gonna have to call you back, i've got a schemp in my office.	ap
231	2	what are you doing?	q
231	3	i'm sorry.	ap
231	4	but ah, hey, oh, somebody's off the phone, how 'bout a glass of wine by the fire, i could get it going again.	o
231	5	ross you're not listening to me, i don't have time to stop.	o
231	6	come on rach, you don't have what, ten minutes?	q
231	7	i don't have ten minutes!!	ans
231	8	what?  sophie, does she have ten minutes?	q
231	9	hey, ross!!! i told you i don't!	ans
231	10	don't yell at me okay, this is the most i've seen you all week.	c
231	11	look, i cannot do this right now, okay, i've got a deadline, would you just go home, i'll talk to you later.	s
231	12	yeah, but wait...	oth
231	13	good bye!	g
231	14	actually, that's our three hole punch.	s
232	0	oh yeah? when?	q
232	1	i'll tell you what.	ans
232	2	when we're 40, if neither one of us are married, what do you say you and i get together and have one?	q
232	3	why won't i be married when i'm 40?	q
232	4	oh, no, no. i just meant hypothetically.	ans
232	5	ok, hypothetically, why won't i be married when i'm 40?	q
232	6	no, no, no.	ans
232	7	what is it? is there something fundamentally unmarriable about me?	q
232	8	uh, uh.	b
232	9	well?	oth
232	10	dear god! this parachute is a knapsack!	s
232	11	hey.	g
232	12	hey. ooh, look at you, dressy-dress.	g
232	13	did you go home and change?	q
232	14	yeah, well, it's an important day. i wanna look nice. um, has uh dr. franzblau been by?	q
232	15	no, i haven't seen him.	ans
232	16	well, where is he? he is supposed to be here.  what if the baby needs him?	q
232	17	rachel, what is the deal with you and doctors, anyway? was, like, your father a doctor?	q
232	18	yeah, why?	ans
232	19	no reason.	ans
233	0	i'm the holiday armadillo! i'm a friend of santa's and he sent me here to wish you  a merry christmas!	s
233	1	what happened to santa, holiday armadillo?	q
234	1	yes! yes! please, just give it to me!	s
234	2	yeah, that's her.	ag
234	3	thank you.	g
234	4	it's unbelievable! i-i can't believe that sign didn't work!	o
234	5	y'know what would work?	q
234	6	stop making candy!	c
234	8	you mean they like you.	q
234	9	maybe.	ans
234	10	is that why you became a chef? so that people would like you?	q
234	11	oh, you really want to talk about getting people to like you huh, funny man?	q
235	0	we were on the platform, ready to dance the world into the new millennium, and the guy yelled 'cut!'	s
235	1	uh, wait, so you guys are telling me you actually did the routine from eighth grade?	q
235	2	yeah. but of course we had to update it a little bit.  hey, by the way, great thinking about catching me!	ans
235	3	'cos i was gonna say there's no way you could've done the end the way you guys did it back then!	s
235	4	what? we could do it!	q
235	5	i don't know, i mean you were a lot bigger, i mean, stronger back then.	ans
235	6	i can do it, okay? come on, let's go.	s
235	7	1, 2, 3, 4, 5, 6, 7, 8	oth
235	8	i can't do it!	o
235	9	now you do that, you're on tv.	o
236	0	hey!	g
236	1	so, what are you guys in the market for? we've got uh, scarves, tulip post cards...	q
236	2	check this out? huh?  yeah. that's the stuff. what do you think?	q
236	3	well, i don't have to buy that,  i'm with stupid  t-shirt anymore.	ans
236	4	well, i like it. here you go.	s
236	5	all right, look, you're not really gonna buy that are you? don't you think you've embarrassed me enough for one day?	q
236	6	oh, i embarrass you?	q
236	7	how can i answer that when i'm pretending i don't know you?	q
236	9	oh really? then how come no one here is wearing them?	q
236	10	they're all tourists.	ans
236	11	all right, look, if you insist on wearing that, in public, y'know, you're gonna spend the rest of the afternoon all by yourself.	o
236	12	oh yeah?  if you're gonna make me choose between you and the hat? i choose the hat.	o
236	13	good choice.	ag
236	14	thanks.	g
236	15	okay, wait. all right, that's it, okay, i'm out of here. i am not going to be embarrassed anymore!	s
237	0	so! i'm just an empty vase, huh?	q
237	1	what?	q
237	2	y'know, so i don't read as many important books as you do, and i don't write trick poems that seem to be about one thing but are actually about something else.	ans
237	3	and y'know what, i get excited about stupid stuff, like when i my	s
237	4	whoa, whoa, whoa.	b
237	5	you don't even know me...	o
237	6	whoa, whoa, whoa, the poem is not about you.	s
237	7	what?	q
237	8	the empty vase is not about you. my baby, you make me so sad that you would think this.	s
237	9	i'm sorry, my friend phoebe...	ap
237	10	no, it's about all women. well, all american women. you feel better now?	q
237	11	oh yeah.	ans
238	0	okay, forward. forward—stop!  okay, back—stop!  okay, forward—stop! stop! stop!	c
238	1	okay, here's what we're gonna do.	s
238	2	okay, i'm gonna break into this mini-van and put it in neutral.	s
238	3	you guys push it forward so ross can drive out of his spot.	o
238	4	okay?	b
238	5	all right, here we go.	ag
238	6	haul ass!!!	oth
239	0	so it said that by the year 2030, there'll be computers that can carry out the same number of functions as an actual human brain.	s
239	1	so theoretically we could download our thoughts and our memories into this computer...	s
239	2	...and live forever as a machine!	s
239	3	that's so janine, you-you-you know what, do you know we're doing right now?	q
239	4	you and i, we're interfacing.	ans
239	5	yeah, i gotta go.	s
239	6	ba dum bumb cheshhh!	oth
240	0	david, can you help me?! i'm trying to explain to chandler how a plane stays in the air.	q
240	1	oh, certainly. that's a combination of bernoulli's principle and newton's third law of motion.	ans
240	2	see?	q
240	3	yeah, that's the same as  it has something to do with wind .	ans
240	4	alright, i'm gonna go pick up a few things for the trip.	s
240	5	oh, i should go, too.	o
240	6	oh, now... tomorrow do you guys wanna share a cab to the airport or should mike and i just meet you there.	q
241	0	oh... mike's sister just invited me to a party tonight, he's gonna be there.	s
241	1	and she was like  oh, don't worry!	s
241	2	i asked him.	s
241	3	he's totally ok with seeing you! .	s
241	4	so now i have to go so he'll think that i'm totally ok with seeing him!	s
241	5	which you're not, because you've totally hung up on him!	o
241	6	exactly!	ag
241	7	and you're gonna want him to eat his heart out so you're gonna have to look fabulous!	o
241	8	i didn't even think about that!  aaargh	o
241	9	hey pheebs, i'm-i'm taking charlie shopping, why don't you come and i'll help you find something.	o
241	10	ok, that'll be great!	ag
241	11	oh, ain't that nice? the three of you trying on slutty lingerie together.	o
241	12	that's not what we're gonna do!	dag
241	13	why would you ruin it, who was that hurtin'?	q
242	0	julie hi! chandler bing, i, i guess you remember me.	g
242	1	hello skidmark.	g
242	2	it's a nickname, i'll explain later.	s
242	3	it's pretty clear.	o
242	4	ah, uh, i owe you a long overdue apology. i never should have broken up with you because you were overweight.	o
242	5	that's why you broke up with me?	q
242	6	you-you-you didn't know that.  well, i guess my work here is done!	ans
243	0	ni-chou chi-ma!	oth
243	1	ross! excuse me, pardon me, excuse me....	g
244	0	hi everyone.	g
244	1	i just, i wanted to thank you for our uh, our little talk before.	g
244	3	well, i was going to, but after i talked to you, i talked to joey.	o
244	4	what did, what did he say?	q
244	5	basically he told me to get over myself and just do it, ya know.	ans
244	6	so i though about what you said and i though about what he said and, well, his way i get to have sex tonight so.	o
245	0	oh, great!	oth
245	1	we couldn't keep our eyes off each other all night and then every once and a while y'know, he'd kinda lean over and stroke my hair and touch my neck.	s
245	2	okay, stop it phoebe, you're getting me all tingly.	c
245	3	all i could think of was y'know,  is he gonna kiss me? is he gonna kiss me?	s
245	4	and did he?	q
245	5	i'm a lady monica, i don't kiss and tell. but this hickey speaks for itself.	ans
245	6	okay-okay, i got it. i got it.	s
245	7	i just like him so much that i just feel like i've had 10 drinks today and i've only had six.	s
245	8	oh, i haven't had that feeling since i first started going out with chandler.	s
245	9	wow, i'm never gonna have that feeling again, am i?	q
245	10	you sound like a guy.	o
245	11	no, a guy would be saying,  i'm never gonna get to sleep with anyone else.	o
245	12	oh my god!	oth
245	13	i'm never gonna get to sleep with anyone else!	o
245	14	i've been so busy planning the wedding that i forgot about all the things that i'd be giving up!	s
245	15	i mean, i…i'm never gonna have a first kiss again.	s
245	16	you'll have a last kiss.	s
246	0	thank you so much for coming back over.	s
246	1	oh good, you're here. yeah, and i was worried that it was going to be uncomfortable.	s
246	2	i know mona, just hear me out.	s
246	3	first of all, i'm so sorry about my father yelling at you, but i heard you totally held your own.	ap
246	4	you're gonna have to tell me how you did that.	c
246	5	focus.	c
246	6	okay. um…but—okay, yes ross and i used to date. and yes we are gonna have a baby. but we are	s
247	0	all right where's that turkey!	q
247	1	joey! those are my maternity pants!	s
247	2	not now! these are my thanksgiving pants!	s
248	0	no.	dag
248	1	no!	dag
248	3	oh, would you look at that monica?	q
248	4	i just knocked off all of your top scores, how sad.	o
248	5	okay, i'm next.  don't! don't start another game! i said i'm next! phoebe!	c
248	6	oh, i'm sorry. i didn't hear you over all the winning.	ap
248	7	chandler! phoebe's hogging the game!	s
249	0	remember i had to leave the room the other day when you had that roast chicken?	q
249	1	yeah. but i thought that was because i put the whole thing on my hand and made it walk across the table.	ans
249	2	anyway, it just doesn't seem worth it to make a whole turkey for just three people. okay? it's a lot of work.	o
249	3	but you gotta have turkey on thanksgiving!	s
249	4	i mean, thanksgiving with no turkey is like-like fourth of july with no apple pie!	o
249	5	or friday with no two pizzas!	o
249	6	all right fine! if it means that much to you! but just—there's gonna be a ton left over.	ag
249	7	no there won't! i promise i will finish that turkey!	s
249	8	all right, you're telling me you can eat an entire turkey in just one sitting?	q
249	9	that's right!	ans
249	10	'cause i'm a tribbiani!	s
249	11	and this is what we do!	s
249	13	we can eat!	s
250	0	wow! it's huge! it's so much bigger than the cubicle. oh, this is a cube.	o
250	1	look at this!	c
250	2	oh! you have a window!	s
250	3	yes indeedy!  with a beautiful view of...	ag
250	4	oh look! that guy's peeing!	s
250	5	hi.	g
250	6	hi.	g
251	0	y'know what? i cannot do this with my left hand! would you please, help me with this too?	s
251	1	okay. let's use this brush.	ag
251	2	okay. this stuff?	q
251	3	yeah.	ans
251	4	all right.	ag
251	5	careful. light. okay, do you know how, just sweep it across the lid. okay? just sweep it.	s
251	6	okay-dokey	ag
252	0	where exactly is your zoo?	q
252	1	well, it's technically not a zoo per se, it's more of an interactive wildlife experience.	ans
252	2	let me ask you some questions about, is it, uh, marcel?	s
252	3	yes.	ag
252	4	does he, uh, fight with other animals?	q
252	5	no-no, he's, he's very docile.	ans
252	6	even if he were... cornered?	q
252	7	well i, i don't know. why?	ans
252	8	uh, how is he at handling small objects?	q
252	9	he can hold a banana, if that's whatcha mean...	ans
252	10	how about a hammer, or a small blade?	q
252	13	otherwise it's just cruel.	o
252	14	he he he got in, he he got in to san diego.	s
252	15	we, we come back from our walk and the the phone was ringing...	s
252	16	...he's in.	s
252	17	he's in! oh, did you hear that, marcel? san diego. san diego!	s
252	18	you're making a big mistake here.	o
252	19	i mean, san diego's all well and good, but if you give him to me, i'll start him off against a blind rabbit and give you twenty percent of the gains.	o
253	0	my specimen is in the    room and i just want to thank whoever knocked on the door while i was in there.	s
253	1	really helped speed the process along!	o
253	2	janice!	oth
253	3	you're not... gone?	q
253	4	sid is still in his room.	ans
253	5	i don't allow porn at home so    this is like a vacation for him.	s
253	6	so did you do it?	q
253	7	did you make your deposit?	q
253	8	yeah! yeah... the hard part is over!	ans
253	9	that's not the hard part honey! the hard part is what comes    next, i mean aren't you worried about the results?	q
253	10	i haven't... i haven't even thought about the results yet...    i just assumed that everything was gonna be ok.	ans
253	11	oh! well, you know what? it probably is.	o
254	0	phoebe, where's your purse?	q
254	1	no, no! give it to me!	c
254	2	you can't have it.	o
254	3	give it to me!	c
254	4	no	dag
254	5	i'll go in there.	s
254	6	oh yeah.	ag
254	7	phoebe come here	c
254	8	haha!	oth
254	9	damn you monica geller hyphen bing!	oth
255	0	what we did was wrong. oh god, i just had sex with somebody that wasn't alive during the bicentennial.	s
255	1	i just had sex.	s
255	2	ethan, focus. how could you not tell me?	q
255	3	well, you never told me how old you were.	ans
255	4	well, that's different. my lie didn't make one of us a felon in 48 states. what were you thinking?	q
255	5	i wasn't thinking. i was too busy fallin'...	ans
255	6	don't say it.	c
255	7	...in love with you.	s
255	8	really?	q
255	9	sorry.	ap
255	10	well,fall out of it.	s
255	11	you know, you shouldn't even be here, it's a school night.	o
255	12	oh god, oh god.	oth
255	13	i'm like those women that you see with shiny guys named chad.	s
255	14	i'm joan collins.	s
255	15	who?	q
256	0	that's right, still no baby!  come on people! please make some room!	s
256	1	uh sweetie, maybe you'd be more comfortable here?	o
256	2	you. like you haven't done enough.	o
256	3	look, i-i know how miserable you are, i wish there was something i can do.	s
256	4	i mean i wish i were a seahorse.	o
256	5	because with seahorses it's the male, they carry the babies.	s
256	6	and then also umm, i'd be far away in the sea.	s
256	7	god.  i have never been so uncomfortable in my entire life!	s
256	8	oh i know, i've been there. i remember toward the end	s
256	9	oh phoebe, that's a great story.	o
256	10	can you tell it to me when you're getting me some iced tea?	q
256	11	oh god, get out!	c
256	12	get out!!	c
256	13	get out!!	c
256	14	get out!	c
256	15	let's.	oth
257	0	all right, i know! i know. yeah, it'll be okay.	s
257	1	oh my god….what's he gonna do now?	q
257	2	i can't watch!	s
257	3	oh.	oth
257	4	seriously, how can you watch this?	q
257	5	aren't you scared?	q
257	6	terrified.	ans
258	0	oh-hey-hey-hey! there you are!	g
258	1	umm, listen there's something i think you should know.	o
258	2	oh, is this about you-you dating the nurse?	q
258	3	yeah, joey already told me, and i am so-so fine.	ans
258	4	i mean, you and i we're just, y'know, we're nothing, we're goofin' around.	s
258	5	umm, actually i was about to tell you that i was, i was going to get out of it, but hey, if we're just goofing around then uh, maybe i	o
258	6	fine! maybe i will too!	o
259	0	well, it was quite large. i-i-i-i-i had to throw most of it away.	s
259	1	you-you-you-you  threw my sandwich away!	q
259	2	my sandwich?!!!	q
259	3	my sandwich!!!!!!	q
260	0	what's the matter, pheebs?	q
260	1	she cancelled! my namesake cancelled on me!	ans
260	2	what?!	q
260	3	yeah, she clamed she had to go out of town suddenly.	ans
260	4	she's avoiding me, she doesn't want to tell me where my father is.	s
260	5	she knows, and she won't tell me.	s
260	6	aww pheebs, that sucks!	o
260	7	yeah, well, don't  aww pheebs, that sucks!  me yet.	s
260	8	where ya going?	q
260	9	well, she's out of town so, there's gotta be something in her house that tells me where my father is.	ans
260	10	uh, pheebs, some people call that breaking and entering.	s
260	11	well, are any of those people here?!	q
261	0	oh my god, so do i!	ag
261	1	i knew it, wow!!	s
261	2	wait-wait-wait, wait! puppies. cute or ugly?	q
261	3	ohh, so cute.	ans
261	4	uh-huh, well! but umm, still i'm-i'm mad at you.	s
261	5	i know. i'm mad at me too.	ag
261	6	well umm, do you wanna get something to eat? i'm kinda hungry.	q
261	7	hey! me too!	ag
261	8	all right, stop it. now you're just doing it to freak me out.	c
262	0	ok, you can do this.	s
262	1	it's just like pulling off a band-aid.	s
262	2	just do it really fast, and then the wound is exposed.	s
262	3	janice. hi, janice. ok, here we go. i don't think we should go out anymore. janice.	o
262	4	all right. well, there you go.  stop it, stop it, stop it.	c
263	0	oh my god! that guy at the counter is totally checking you out!	s
263	1	really?  my god, he's really cute.	o
263	2	go for it.	c
263	3	phoebe, i'm engaged!	dag
263	4	i'm just saying, get his number just in case.	s
